Date,VOO Benchmark,A1V12 Tactical Sleeve,Tactical + Alpha Overlay,Overlay_Active,SMH_Active,SPHB_Active,SMH_ROC5,SMH_Streak,SMH_JustTriggered,SMH_RawOn,SPHB_Dev,SPHB_Streak,SPHB_JustTriggered,SPHB_RawOn
2011-05-31,100926.02562722084,79701.10784174065,79701.10784174065,False,False,False,4.6208674916004e-05,0,False,False,0.006452964185108767,1,False,False
2011-06-01,98686.33573812858,77950.44766949434,77950.44766949433,False,False,False,-0.0019364114026138024,0,False,False,-0.0019010035537140313,0,False,False
2011-06-02,98567.8905997631,77950.44766949434,77950.44766949433,False,False,False,0.0008604691913329798,0,False,False,-0.011836348869734614,0,False,False
2011-06-03,97620.32949283945,77121.18758790396,77121.18758790394,False,False,False,-0.01158329592110885,0,False,False,-0.010812709932791376,0,False,False
2011-06-06,96586.62646710455,76384.06751537918,76384.06751537917,False,False,False,-0.003447338380123899,0,False,False,-0.007849824439367104,0,False,False
2011-06-07,96457.41358888768,76291.9275063136,76291.92750631359,False,False,False,-0.000569673610969712,0,False,False,-0.005868940477111284,0,False,False
2011-06-08,96069.7749542371,75923.36747005122,75923.3674700512,False,False,False,-0.010078704788793802,0,False,False,-0.014663795188725848,0,False,False
2011-06-09,96801.98126413266,76476.20752444479,76476.20752444478,False,False,False,-0.0208143775276306,0,False,False,-0.021670115780283772,0,False,False
2011-06-10,95445.24604285561,75186.24739752646,75186.24739752644,False,False,False,-0.012874479196333444,0,False,False,-0.02103848917778739,0,False,False
2011-06-13,95509.85248196403,75094.10738846085,75094.10738846083,False,False,False,-0.03180600634475461,0,False,False,-0.037866991463444744,0,False,False
2011-06-14,96737.37482502422,95699.80012091121,95699.80012091121,False,False,False,-0.030786305022574623,0,False,False,-0.027037575370320255,0,False,False
2011-06-15,95046.8396683536,94086.09381388706,94086.09381388706,False,False,False,-0.013716898167920877,0,False,False,-0.03352066785850294,0,False,False
